Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Marlynn_total_count,Marlynn_average_count_per_deck,Marlynn_average_count_per_normalized_deck,Marlynn_pick_rate,Puffin_total_count,Puffin_average_count_per_deck,Puffin_average_count_per_normalized_deck,Puffin_pick_rate,Gravy Bones_total_count,Gravy Bones_average_count_per_deck,Gravy Bones_average_count_per_normalized_deck,Gravy Bones_pick_rate,"Scurv, Stowaway_total_count","Scurv, Stowaway_average_count_per_deck","Scurv, Stowaway_average_count_per_normalized_deck","Scurv, Stowaway_pick_rate",weighted_pick_rate
Board the Ship (red),rare,1,SEA053,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA053.webp,nGCNDPFfPdhBFqBQBPWwk,Red,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",,Overpower,,,,,,"When this attacks, you may {t} an ally you control. If you do, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,No,,44,0.09932279909706546,0.08301911748206114,0.7582363511904764,0.762198275,0.7975172199921293,0.12745268668695647,0,0.0,0.0,0.0,0,0.0,0.0,0.0,44,0.2391304347826087,0.19987754915517983,0.30650522660886953,0,0.0,0.0,0.0,0.07662630665221738
Paddle Faster (red),rare,1,SEA054,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA054.webp,PJQgmWWftPgbC9Nz7zzKD,Red,1,0,4,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,,"When this attacks, you may {t} an ally you control. If you do, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,No,,43,0.09706546275395034,0.08113636327133729,0.7582363511904764,0.762198275,0.7975172199921293,0.12455603471679838,0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,0.23369565217391305,0.19534461374566534,0.29953919873139523,0,0.0,0.0,0.0,0.07488479968284881
Hoist 'Em Up (red),rare,1,SEA055,"Pirate, Necromancer, Block",https://prod-content.fabrary.io/cards/SEA055.webp,rLgf6HdKBBDFTcJrkwgtT,Red,1,,,4,,,,"Pirate, Necromancer, Block",,,,,,,,"When this defends, you may {t} an ally you control. If you do, this gets +1{d}.",Pirate Necromancer Block,,,,,No,,54,0.12189616252821671,0.10145906710544804,0.7582363511904764,0.762198275,0.7975172199921293,0.15641920638853749,0,0.0,0.0,0.0,0,0.0,0.0,0.0,54,0.29347826086956524,0.24427373221583415,0.3761655053836126,0,0.0,0.0,0.0,0.09404137634590315
Avast Ye! (blue),rare,3,SEA056,"Pirate, Necromancer, Action",https://prod-content.fabrary.io/cards/SEA056.webp,9hfD6tJzWCzbTMBnzgnBL,Blue,3,0,,3,,,,"Pirate, Necromancer, Action",,Go again,,,Go again,,,"""Your next Pirate ally attack this turn gets **go again** and """"When this hits a hero, create a Gold token.""""",,,,,,,,66,0.1489841986455982,0.12514940740493574,0.7582363511904764,0.762198275,0.7975172199921293,0.1911790300304347,0,0.0,0.0,0.0,0,0.0,0.0,0.0,66,0.358695652173913,0.3013108015238399,0.45975783991330427,0,0.0,0.0,0.0,0.11493945997832607
Heave Ho! (blue),rare,3,SEA057,"Pirate, Necromancer, Action",https://prod-content.fabrary.io/cards/SEA057.webp,6HTFGH8fzF8THpGNjpmHR,Blue,3,0,,3,,,,"Pirate, Necromancer, Action",,Go again,,,Overpower,,,"""Your next Pirate ally attack this turn gets **overpower** and """"When this hits a hero, create a Gold token.""""",,,,,,,,47,0.10609480812641084,0.08838119845486343,0.7582363511904764,0.762198275,0.7975172199921293,0.13614264259743078,0,0.0,0.0,0.0,0,0.0,0.0,0.0,47,0.2554347826086957,0.21278734193208967,0.32740331024129243,0,0.0,0.0,0.0,0.08185082756032311
Yo Ho Ho! (blue),rare,3,SEA058,"Pirate, Necromancer, Action",https://prod-content.fabrary.io/cards/SEA058.webp,PGQMRR7h9kBt98fnhgnNt,Blue,3,0,,3,,,,"Pirate, Necromancer, Action",,Go again,,,,,,"""Your next Pirate ally attack this turn gets +1{p} and """"When this hits a hero, create a Gold token.""""",,,,,,,,66,0.1489841986455982,0.12502619781069765,0.7582363511904764,0.762198275,0.7975172199921293,0.1911790300304347,0,0.0,0.0,0.0,0,0.0,0.0,0.0,66,0.358695652173913,0.3010141610333644,0.45975783991330427,0,0.0,0.0,0.0,0.11493945997832607
"Kelpie, Tangled Mess (yellow)",rare,2,SEA059,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA059.webp,QCKrPkcL9crDhmNhQTnPc,Yellow,2,0,1,,3,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,"Attack, Go again",,,,"""**Action** - {t}: **Attack**",,,,,,,,39,0.08803611738148984,0.07398349609023136,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.11473918310795374,0,0.0,0.0,0.0,0,0.0,0.0,0.0,39,0.21195652173913043,0.17812330852158964,0.27294060648882795,0,0.0,0.0,0.0,0.06823515162220699
"Limpit, Hop-a-long (yellow)",rare,2,SEA060,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA060.webp,cw7GLPjtPFqMHJthzJCbw,Yellow,2,0,2,,1,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,"Attack, Go again",,,,"""**Action** - {r}, {t}: **Attack**. **Go again**",,,,,,,,56,0.12641083521444696,0.10744414603270835,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.16475369882167715,0,0.0,0.0,0.0,0,0.0,0.0,0.0,56,0.30434782608695654,0.25868346028527067,0.3919147170095991,0,0.0,0.0,0.0,0.09797867925239978
"Scooba, Salty Sea Dog (yellow)",rare,2,SEA061,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA061.webp,9PJ9CMqcgnDMFTR7WW8wq,Yellow,2,0,4,,4,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,Attack,,,,"""**Action** - {r}{r}{r}, {t}: **Attack**",,,,,,,,69,0.15575620767494355,0.12930742041177262,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.20300009319099507,0,0.0,0.0,0.0,0,0.0,0.0,0.0,69,0.375,0.31132166979573517,0.4828949191725418,0,0.0,0.0,0.0,0.12072372979313545
Angry Bones (red),common,1,SEA062,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA062.webp,kQ6FBdQthJqphzBCzPcB9,Red,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,,128,0.28893905191873587,0.2405684932095857,2.419791868131868,2.4337590117647063,2.2115666117647073,0.1249070929632441,0,0.0,0.0,0.0,0,0.0,0.0,0.0,128,0.6956521739130435,0.5791947961513395,0.3018053158826215,0,0.0,0.0,0.0,0.07545132897065537
Angry Bones (yellow),common,2,SEA063,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA063.webp,jGn7mnKcjTLRfgQH9kChJ,Yellow,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,,113,0.255079006772009,0.21083555429980116,2.419791868131868,2.4337590117647063,2.2115666117647073,0.11026954300661394,0,0.0,0.0,0.0,0,0.0,0.0,0.0,113,0.6141304347826086,0.5076095138848473,0.2664375054276268,0,0.0,0.0,0.0,0.0666093763569067
Angry Bones (blue),common,3,SEA064,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA064.webp,7MCWwM6pBCDcRdFRmTJRC,Blue,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,,198,0.4469525959367946,0.3761401793556351,2.419791868131868,2.4337590117647063,3.2114324117647053,0.1576771247619022,0,0.0,0.0,0.0,0,0.0,0.0,0.0,198,1.076086956521739,0.9055983666007954,0.37635374990131526,0,0.0,0.0,0.0,0.09408843747532881
Burly Bones (red),common,1,SEA065,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA065.webp,BdPrJgdgHTBcQ6gd7RTGc,Red,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",,Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,,129,0.291196388261851,0.2430251272179591,2.419791868131868,2.4337590117647063,2.2115666117647073,0.12588292962701947,0,0.0,0.0,0.0,0,0.0,0.0,0.0,129,0.7010869565217391,0.5851094095519341,0.3041631699129545,0,0.0,0.0,0.0,0.07604079247823863
Burly Bones (yellow),common,2,SEA066,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA066.webp,rBJ7nHKTc9W6d6P8hK7BQ,Yellow,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",,Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,,103,0.2325056433408578,0.194944597853928,2.419791868131868,2.4337590117647063,2.2115666117647073,0.10051117636886049,0,0.0,0.0,0.0,0,0.0,0.0,0.0,103,0.5597826086956522,0.4693503089635332,0.242858965124297,0,0.0,0.0,0.0,0.06071474128107425
Burly Bones (blue),common,3,SEA067,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA067.webp,hCT6MJC6bWrdHTmCjJfF6,Blue,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",,Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,,144,0.32505643340857787,0.27232753906151286,2.419791868131868,2.4337590117647063,2.2115666117647073,0.14052047958364963,0,0.0,0.0,0.0,0,0.0,0.0,0.0,144,0.782608695652174,0.6556581511100554,0.3395309803679492,0,0.0,0.0,0.0,0.0848827450919873
Jittery Bones (red),common,1,SEA068,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA068.webp,FBWddcQRCcJm9mqLNdwtW,Red,1,0,4,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,175,0.39503386004514673,0.3320227934922115,2.419791868131868,2.4337590117647063,2.2115666117647073,0.1707714161606853,0,0.0,0.0,0.0,0,0.0,0.0,0.0,175,0.9510869565217391,0.7993809647665744,0.4126244553082716,0,0.0,0.0,0.0,0.1031561138270679
Jittery Bones (yellow),common,2,SEA069,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA069.webp,CRn7J9kmnRCDPDRKbckQQ,Yellow,2,0,3,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,102,0.23024830699774265,0.19240016334887805,2.419791868131868,2.4337590117647063,2.2115666117647073,0.09953533970508516,0,0.0,0.0,0.0,0,0.0,0.0,0.0,102,0.5543478260869565,0.46322430632365746,0.240501111093964,0,0.0,0.0,0.0,0.060125277773491
Jittery Bones (blue),common,3,SEA070,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA070.webp,GTNzDNDpq96bffrF66DPG,Blue,3,0,2,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,196,0.44243792325056436,0.367869669373834,2.419791868131868,2.4337590117647063,3.2114324117647053,0.156084426531984,0,0.0,0.0,0.0,0,0.0,0.0,0.0,196,1.065217391304348,0.8856862148511329,0.372552196872009,0,0.0,0.0,0.0,0.09313804921800226
Restless Bones (red),common,1,SEA071,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA071.webp,DrDF9kFdf8r9M7chBwcK6,Red,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,163,0.36794582392776526,0.3102954131265886,2.419791868131868,2.4337590117647063,2.2115666117647073,0.1590613761953812,0,0.0,0.0,0.0,0,0.0,0.0,0.0,163,0.8858695652173914,0.7470699348645584,0.38433020694427583,0,0.0,0.0,0.0,0.09608255173606896
Restless Bones (yellow),common,2,SEA072,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA072.webp,7kCDQpqnLkNbQmzzkcJcz,Yellow,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,132,0.2979683972911964,0.24699911554115922,2.419791868131868,2.4337590117647063,2.2115666117647073,0.12881043961834548,0,0.0,0.0,0.0,0,0.0,0.0,0.0,132,0.717391304347826,0.594677218395291,0.3112367320039534,0,0.0,0.0,0.0,0.07780918300098835
Restless Bones (blue),common,3,SEA073,"Pirate, Necromancer, Action, Attack",https://prod-content.fabrary.io/cards/SEA073.webp,G6qbqK8tRPRF7dMhBRf7C,Blue,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",,Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,,228,0.5146726862302483,0.43307912617074235,2.419791868131868,2.4337590117647063,3.2114324117647053,0.18156759821067525,0,0.0,0.0,0.0,0,0.0,0.0,0.0,228,1.2391304347826086,1.0426850700741241,0.4333770453409085,0,0.0,0.0,0.0,0.10834426133522712
Barnacle (yellow),common,2,SEA074,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA074.webp,bmQzdmzHNfjGj6Qtf9cbJ,Yellow,2,2,4,,3,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,Attack,,,,"""**Action** - {t}: **Attack**",,,,,,,,148,0.3340857787810384,0.281472310572784,2.419791868131868,2.221924,1.9997316,0.15380293360967395,0,0.0,0.0,0.0,0,0.0,0.0,0.0,148,0.8043478260869565,0.6776751825203441,0.36924985650808556,0,0.0,0.0,0.0,0.09231246412702139
"Chowder, Hearty Cook (yellow)",common,2,SEA075,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA075.webp,99R9wJLnb9BPbM6WjttDq,Yellow,2,3,3,,3,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,"Action, Instant",Attack,,,,"""**Action** - {t}: **Attack**",,,,,,,,143,0.3227990970654628,0.27012785270296813,2.419791868131868,2.221924,1.9997316,0.14860688855529308,0,0.0,0.0,0.0,0,0.0,0.0,0.0,143,0.7771739130434783,0.6503621671055156,0.3567751991936232,0,0.0,0.0,0.0,0.0891937997984058
"Cutty Shark, Quick Clip (yellow)",common,2,SEA076,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA076.webp,zFb8FTK6fL7wtcRdcR8gj,Yellow,2,1,3,,4,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,"Action, Once per Turn Action","Attack, Go again",,,,"""**Action** - {r}, {t}: **Attack**",,,,,,,,187,0.4221218961625282,0.3504835195763399,2.419791868131868,2.221924,2.9995974000000007,0.15671625549320634,0,0.0,0.0,0.0,0,0.0,0.0,0.0,187,1.016304347826087,0.8438271694147749,0.37191805846535836,0,0.0,0.0,0.0,0.09297951461633959
Riggermortis (yellow),common,2,SEA077,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA077.webp,jrGCfgFzjRwjWMNCCPzmc,Yellow,2,1,6,,1,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,Attack,,,,"""**Action** - {r}, {t}: **Attack**",,,,,,,,178,0.4018058690744921,0.3386553880730721,2.419791868131868,2.221924,1.9997316,0.18497920393595924,0,0.0,0.0,0.0,0,0.0,0.0,0.0,178,0.967391304347826,0.8153496571541899,0.4440978003948597,0,0.0,0.0,0.0,0.11102445009871492
"Shelly, Hardened Traveler (yellow)",common,2,SEA078,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA078.webp,rc7mWBhpMFfgWcfhmTJCN,Yellow,2,2,4,,5,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,"Action, Instant",,,,,"""**Action** - {r}{r}{r}, {t}: **Attack**",,,,,,,,124,0.2799097065462754,0.23220006382259442,2.419791868131868,2.221924,1.9997316,0.12886191734864574,0,0.0,0.0,0.0,0,0.0,0.0,0.0,124,0.6739130434782609,0.5590468927902681,0.3093715013986663,0,0.0,0.0,0.0,0.07734287534966658
Swabbie (yellow),common,2,SEA079,"Pirate, Necromancer, Action, Ally",https://prod-content.fabrary.io/cards/SEA079.webp,HqbJGrbMPHJQWPhN8kcFd,Yellow,2,3,7,,3,,,"Pirate, Necromancer, Action, Ally",,Watery Grave,Action,Attack,,,,"""**Action** - {r}{r}, {t}: **Attack**",,,,,,,,185,0.417607223476298,0.35074765436601474,2.419791868131868,2.221924,1.9997316,0.19225366701209246,0,0.0,0.0,0.0,0,0.0,0.0,0.0,185,1.0054347826086956,0.8444631026312203,0.461562320635107,0,0.0,0.0,0.0,0.11539058015877675
Head Stone,common,0,SEA081,"Necromancer, Equipment, Head",https://prod-content.fabrary.io/cards/SEA081.webp,Pm8jQMDcJhBnT8wj6rwFD,,,,,1,,,,"Necromancer, Equipment, Head",,Battleworn,,,,,,"""**Instant** - Destroy this: Destroy the top card of your deck.",,,,,,,,118,0.26636568848758463,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.15581977307825945,0,0.0,0.0,0.0,0,0.0,0.0,0.0,118,0.6413043478260869,0.0,0.37455250054321965,0,0.0,0.0,0.0,0.09363812513580491
King Kraken Harpoon (red),mythic,1,SEA085,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA085.webp,pnjKtMh8BcRHL8NJkFWpL,Red,1,2,6,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's a non-attack action card, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,No,,16,0.03611738148984198,0.03145818618194653,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.2008297593803881,16,0.1415929203539823,0.12332722547435677,0.7873162315389601,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.19682905788474003
King Shark Harpoon (red),mythic,1,SEA086,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA086.webp,TGmtp7HrQ86JjWhcMfgrh,Red,1,2,6,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's an attack action card, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,No,,13,0.029345372460496615,0.024172241425139972,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.16317417949656535,13,0.11504424778761062,0.09476374293218591,0.6396944381254052,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1599236095313513
Big Game Trophy Shot (yellow),mythic,2,SEA087,"Pirate, Ranger, Action",https://prod-content.fabrary.io/cards/SEA087.webp,mcWPGtmMHtkG7RrMpnKgq,Yellow,2,2,,3,,,,"Pirate, Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +4{p}. If it has harpoon in its name, it gets """"When this hits a hero, create a Gold token.""""",,,,,,,,10,0.022573363431151242,0.019576731693530643,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1255185996127426,10,0.08849557522123894,0.0767477180551688,0.4920726447118501,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12301816117796252
Gold the Tip (yellow),mythic,2,SEA088,"Pirate, Ranger, Action",https://prod-content.fabrary.io/cards/SEA088.webp,f9RrDh96NLGChKKrC9JGK,Yellow,2,0,,2,,,,"Pirate, Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,,6,0.013544018058690745,0.01158519047909567,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.07531115976764555,6,0.05309734513274336,0.045418047630437004,0.29524358682711005,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.07381089670677751
Blue Fin Harpoon (blue),rare,3,SEA089,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA089.webp,KtQQggkn6LkFz7dGHNLWj,Blue,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's blue, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,,No,,41,0.09255079006772009,0.0786069164859159,0.7582363511904764,0.762198275,0.7975172199921293,0.11876273077648217,41,0.36283185840707965,0.3081669380819535,0.465643873267606,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1164109683169015
Red Fin Harpoon (blue),rare,3,SEA090,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA090.webp,tnznnMJqJfzTqCn8QBgBz,Blue,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's red, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,,No,,35,0.07900677200902935,0.06658812997887384,0.7582363511904764,0.762198275,0.7975172199921293,0.10138281895553355,35,0.30973451327433627,0.261049040536647,0.3975008674235661,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09937521685589153
Yellow Fin Harpoon (blue),rare,3,SEA091,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA091.webp,QMr7k6cBWr6PJNDFFWgFw,Blue,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's yellow, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,,No,,40,0.09029345372460497,0.07703819293502986,0.7582363511904764,0.762198275,0.7975172199921293,0.11586607880632407,40,0.35398230088495575,0.30201698646210823,0.4542867056269327,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11357167640673317
Rusty Harpoon (blue),common,3,SEA092,"Pirate, Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA092.webp,CMbMkj6F86Kj9kPKNBwPN,Blue,3,0,1,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,,,,,,,,Pirate Ranger Action - Arrow Attack,,,,,,,111,0.2505643340857788,0.21333223294802744,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10832224904393764,111,0.9823008849557522,0.8363378689909394,0.4241982825454062,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10604957063635155
Patch the Hole,common,0,SEA096,"Ranger, Equipment, Head",https://prod-content.fabrary.io/cards/SEA096.webp,nJMKbnPpBCWztRhwhngTw,,,,,0,,,,"Ranger, Equipment, Head",,,Instant,,,,,**Instant** - Destroy this: Return a card from your arsenal to your hand.,Ranger Equipment - Head,,,,,,,42,0.09480812641083522,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.05546127516344828,42,0.37168141592920356,0.0,0.21751443162679393,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05437860790669848
Glidewell Fins,common,0,SEA097,"Ranger, Equipment, Arms",https://prod-content.fabrary.io/cards/SEA097.webp,N8krkMtHG86TBmG8Fp69t,,,,,1,,,,"Ranger, Equipment, Arms",,Battleworn,,,,,,"""**Action** - {r}, destroy this: Put an arrow from your hand face-up into your arsenal. It gets +1{p} this turn. **Go again**",,,,,,,,75,0.16930022573363432,0.0,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.09903799136330049,75,0.6637168141592921,0.0,0.38841862790498916,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09710465697624729
Barbed Barrage (red),mythic,1,SEA098,"Ranger, Action, Arrow, Attack",https://prod-content.fabrary.io/cards/SEA098.webp,qbkqDjRTCdJznpTWt8j67,Red,1,1,5,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,,"As an additional cost to play this, you may pay {r}{r}{r}. If you do, this attacks an additional target.",Ranger Action - Arrow Attack,,,,No,No,,8,0.01805869074492099,0.015145157498430633,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.10041487969019405,8,0.07079646017699115,0.059374378511546644,0.39365811576948007,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09841452894237002
Return Fire (red),mythic,1,SEA099,"Ranger, Block",https://prod-content.fabrary.io/cards/SEA099.webp,CDPwNh676DmWHj7dJzD6N,Red,1,,,4,,,,"Ranger, Block",,,,,,,,"When this defends, you may banish an arrow from your hand. If you do, at the start of your next turn, put it face-up into your arsenal and it gets +3{p} until end of turn.",Ranger Block,,,,No,No,,8,0.01805869074492099,0.015168996776160848,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.10041487969019405,8,0.07079646017699115,0.05946783691893146,0.39365811576948007,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09841452894237002
Drop the Anchor (red),rare,1,SEA100,"Ranger, Action",https://prod-content.fabrary.io/cards/SEA100.webp,nzhkqMtnDtP7HP8NRWpTP,Red,1,0,,2,,,,"Ranger, Action",,Go again,,,,,,"""Your next arrow attack this turn gets +3{p} and """"When this hits a hero, {t} them and all allies they control.""""",,,,,,,,29,0.0654627539503386,0.05371076523121753,0.7582363511904764,0.762198275,0.7975172199921293,0.08400290713458496,29,0.25663716814159293,0.21056521236663156,0.3293578615795262,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08233946539488154
