Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,Florian_total_count,Florian_average_count_per_deck,Florian_average_count_per_normalized_deck,Florian_pick_rate,Verdance_total_count,Verdance_average_count_per_deck,Verdance_average_count_per_normalized_deck,Verdance_pick_rate,Oscilio_total_count,Oscilio_average_count_per_deck,Oscilio_average_count_per_normalized_deck,Oscilio_pick_rate,Aurora_total_count,Aurora_average_count_per_deck,Aurora_average_count_per_normalized_deck,Aurora_pick_rate,weighted_pick_rate
Strong Yield (yellow),common,2,ROS065,"Earth, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS065.png,BrkH6WNFFTkJf8rkR9jNj,Yellow,2,1,,2,,,,"Earth, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,51,0.16887417218543047,0.1468834923135723,1.2881316918138042,1.9232653737545042,1.1143802966292133,0.12120867715460232,36,0.34951456310679613,0.30356606895043825,0.25075704397643456,15,0.17647058823529413,0.15401775972710233,0.1332983493146688,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09601384832277585
Strong Yield (blue),common,3,ROS066,"Earth, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS066.png,zQrFKLnDP7tt6NcttPn6K,Blue,3,1,,2,,,,"Earth, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,72,0.23841059602649006,0.20299183619504402,2.3740054060995184,1.9232653737545042,2.026485896629213,0.11353704870132399,46,0.44660194174757284,0.3839791100827483,0.2142854425230642,26,0.3058823529411765,0.25592571991035556,0.14417985909378458,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08961632540421219
Fertile Ground (red),common,1,ROS067,"Earth, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS067.png,BM9WbbJkzGzdmtqMcMLJ6,Red,1,2,,,,,,"Earth, Instant",,,,,,,,"""Gain 2{h}",,,,,,,,92,0.304635761589404,0.258410986290072,2.3740054060995184,1.9232653737545042,2.026485896629213,0.1450751177850251,48,0.46601941747572817,0.40037864113501476,0.22360220089363222,44,0.5176470588235295,0.4329543273258268,0.24399668462025084,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11689972137847077
Fertile Ground (yellow),common,2,ROS068,"Earth, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS068.png,WJ6Ph7N8hNj8tbDnPTHMw,Yellow,2,2,,,,,,"Earth, Instant",,,,,,,,"""Gain 2{h}",,,,,,,,71,0.23509933774834438,0.2005637657608658,1.2881316918138042,1.9232653737545042,2.026485896629213,0.13209020399398816,37,0.3592233009708738,0.30994862056999484,0.19846141730487557,34,0.4,0.33700646283614105,0.22677876323901527,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10631004513597271
Fertile Ground (blue),common,3,ROS069,"Earth, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS069.png,FzJFdPw6hFwTLCkTrPf8p,Blue,3,2,,,,,,"Earth, Instant",,,,,,,,"""Gain 2{h}",,,,,,,,97,0.3211920529801324,0.27295761871103397,2.3740054060995184,2.7837690718677126,2.026485896629213,0.13714181390783656,49,0.47572815533980584,0.40559394085386763,0.20375741153779242,48,0.5647058823529412,0.47831794050334075,0.24729727483939365,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11276367159429651
Sigil of Earth (blue),common,3,ROS070,"Earth, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS070.png,tHjRjBqDhJFRwbPwgwdzj,Blue,3,0,,2,,,,"Earth, Action, Aura",,Go again,,,,,,"""**Go again**",,,,,,,,129,0.4271523178807947,0.3688689399915527,2.3740054060995184,3.644272769980919,3.850697096629214,0.12722660176195108,57,0.5533980582524272,0.48638528257856894,0.16191567850077274,72,0.8470588235294118,0.7211851267277224,0.2547238028166941,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.10415987032936672
Flash of Brilliance,common,0,ROS072,"Lightning, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS072.png,hBDtCDkPFDtWFTm9hGJDq,,,,,1,,,,"Lightning, Equipment, Head",,Blade Break,,,,,,"""When this defends, you may discard a Lightning card. If you do, return an aura you control to its owner's hand.",,,,,,,,81,0.2682119205298013,0.0,1.9999999999999998,3.0000000000000004,2.90909090909091,0.10057568574331187,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,0.6808510638297872,0.0,0.2620997766195085,49,0.7313432835820896,0.0,0.27031093279839513,0.1331026773544759
Twinkle Toes,common,0,ROS073,"Lightning, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS073.png,NGbpwjFhL9rLHN7zKChnW,,,,,0,,,,"Lightning, Equipment, Legs",,,Instant,,,,,**Instant** - Destroy this: Prevent the next 2 damage that would be dealt to you this turn. Activate this only if you've played an instant card this turn.,Lightning Equipment - Legs,,,,,,,83,0.27483443708609273,0.0,1.9999999999999998,3.0000000000000004,2.90909090909091,0.10305903600857882,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,0.6808510638297872,0.0,0.2620997766195085,51,0.7611940298507462,0.0,0.28134403209628883,0.13586095217894933
Channel Lightning Valley (yellow),mythic,2,ROS077,"Lightning, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS077.png,PWbNdrFrhPDk99CRG7QfM,Yellow,2,0,,,,,,"Lightning, Instant, Aura",,Channel Lightning,,,,,,"""The first time you deal damage to an opposing hero each turn, draw a card.",,,,,,,,8,0.026490066225165563,0.021794749923017612,0.1856336,0.1856336,0.18552319999999997,0.14273679534769398,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.02127659574468085,0.017730496453900707,0.11464654561703504,7,0.1044776119402985,0.08580121109579082,0.5629112146839155,0.16938944007523762
Blast to Oblivion (red),rare,1,ROS079,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS079.png,P8KJ8nmGmLRgmccLWcz8p,Red,1,0,4,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.",Lightning Action - Attack,,,,,No,,30,0.09933774834437085,0.08139947010069823,0.8496496842105264,0.8496496842105264,0.805600452370596,0.11954291429937702,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,0.2127659574468085,0.1723862276691471,0.25635437582817927,20,0.29850746268656714,0.24597742193971578,0.3565723831179448,0.153231689736531
Blast to Oblivion (yellow),rare,2,ROS080,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS080.png,TKDWphdbTMPCrQtMDTmTB,Yellow,2,0,3,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.",Lightning Action - Attack,,,,,No,,15,0.04966887417218543,0.04114705604854504,0.8496496842105264,0.8496496842105264,0.805600452370596,0.05977145714968851,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0425531914893617,0.03738756637647654,0.05127087516563585,13,0.19402985074626866,0.1592417209994956,0.23177204902666412,0.070760731048075
Blast to Oblivion (blue),rare,3,ROS081,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS081.png,cCBDbFWGMWN7QgWFBznbw,Blue,3,0,2,2,,,,"Lightning, Action, Attack",,,,,,,,"When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.",Lightning Action - Attack,,,,,No,,16,0.052980132450331126,0.043230376273248355,0.8496496842105264,0.8496496842105264,0.805600452370596,0.06375622095966775,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.0851063829787234,0.06887289642048881,0.1025417503312717,12,0.1791044776119403,0.1465454851157915,0.2139434298707669,0.07912129505050965
Lightning Form (red),rare,1,ROS082,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS082.png,DdtptrGpgDbnbDJgktBtk,Red,1,1,5,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits, create an Embodiment of Lightning token.",Lightning Action - Attack,,,,,No,,33,0.10927152317880795,0.09044783532717432,0.8496496842105264,0.8496496842105264,0.805600452370596,0.13149720572931473,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.06382978723404255,0.0513484024122322,0.07690631274845378,30,0.44776119402985076,0.3716697217228616,0.5348585746769172,0.15294122185634274
Lightning Form (yellow),rare,2,ROS083,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS083.png,qkQLJNc7RM6LcztMdbrfz,Yellow,2,1,4,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits, create an Embodiment of Lightning token.",Lightning Action - Attack,,,,,No,,29,0.09602649006622517,0.07923582428687712,0.8496496842105264,0.8496496842105264,0.805600452370596,0.11555815048939778,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.10638297872340426,0.0849878433864996,0.12817718791408964,24,0.3582089552238806,0.2975341835144986,0.4278868597415338,0.13901601191390586
Lightning Form (blue),rare,3,ROS084,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS084.png,pLbjgzrzbGMwcd8mbRcRG,Blue,3,1,3,2,,,,"Lightning, Action, Attack",,,,,,,,"When this hits, create an Embodiment of Lightning token.",Lightning Action - Attack,,,,,No,,12,0.039735099337748346,0.03355696522080223,0.8496496842105264,0.8496496842105264,0.805600452370596,0.04781716571975081,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0425531914893617,0.035967578520770004,0.05127087516563585,10,0.14925373134328357,0.12602578068964304,0.1782861915589724,0.05738926668115207
Sigil of Conductivity (blue),rare,3,ROS088,"Lightning, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS088.png,cJDgKwKhP89PKhhhcqrgg,Blue,3,0,,,,,,"Lightning, Instant, Aura",,Arcane Shelter 1,,,,,,"""**Arcane Shelter 1**",,,,,,,,47,0.15562913907284767,0.12926694906387867,0.8496496842105264,0.8496496842105264,1.164547625924315,0.15830185028807034,0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,0.574468085106383,0.47320341720122006,0.5800664429232559,20,0.29850746268656714,0.2507172837139403,0.3179165542861378,0.22449574930234845
Flittering Charge (red),common,1,ROS089,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS089.png,rPFqdQD8MGWwJh9th7NGz,Red,1,0,4,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If you've played an instant card this chain link, this gets **go again**.",Lightning Action - Attack,,,,,,,89,0.2947019867549669,0.24394996971535307,2.373411120385233,1.9227944303582778,2.026072136629213,0.14037670013403236,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28,0.5957446808510638,0.48683605778000094,0.27943929446773214,61,0.9104477611940298,0.7580835244533817,0.43916295816342377,0.179650563157789
Flittering Charge (yellow),common,2,ROS090,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS090.png,PQbd6FrtTPTWfWQLT6Gr7,Yellow,2,0,3,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If you've played an instant card this chain link, this gets **go again**.",Lightning Action - Attack,,,,,,,53,0.17549668874172186,0.1442366180292968,1.2878345489566612,1.9227944303582778,2.026072136629213,0.09862446139024898,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,0.3404255319148936,0.2826308981041872,0.19572858553579986,37,0.5522388059701493,0.4518777079694157,0.3099860098265499,0.12642864884058744
Flittering Charge (blue),common,3,ROS091,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS091.png,MPwMhPCJgTFpFWTTHfGW9,Blue,3,0,2,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If you've played an instant card this chain link, this gets **go again**.",Lightning Action - Attack,,,,,,,45,0.1490066225165563,0.1237033103667117,2.373411120385233,1.9227944303582778,2.026072136629213,0.07097698321383658,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.3191489361702128,0.27057255879999076,0.1496996220362851,30,0.44776119402985076,0.36778342488279636,0.21598178270332316,0.09142035118490206
Fry (red),common,1,ROS092,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS092.png,JfqmwhFzQNjrQB8qTGHpN,Red,1,0,3,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,90,0.2980132450331126,0.24462873735516316,2.373411120385233,1.9227944303582778,2.026072136629213,0.14195396642767316,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28,0.5957446808510638,0.48754732041937404,0.27943929446773214,62,0.9253731343283582,0.7606440988290852,0.4463623509202012,0.18145041134698334
Fry (yellow),common,2,ROS093,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS093.png,8mL68DRLDWNmj7dTnwczP,Yellow,2,0,2,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,49,0.16225165562913907,0.13446787413941375,1.2878345489566612,1.9227944303582778,2.026072136629213,0.09118110581362641,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,0.3829787234042553,0.3184770470522397,0.22019465872777486,31,0.4626865671641791,0.382699653412652,0.2597180082330553,0.11997816674020753
Fry (blue),common,3,ROS094,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS094.png,KkjQW9nDMGL8nRqGK96GD,Blue,3,0,1,0,,,,"Lightning, Action, Attack",,Go again,,,,,,**Go again**,Lightning Action - Attack,,,,,,,36,0.11920529801324503,0.0972195346490551,2.373411120385233,1.9227944303582778,2.026072136629213,0.05678158657106927,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,0.46808510638297873,0.38473842109966205,0.21955944565321814,14,0.208955223880597,0.16832229361687334,0.10079149859488415,0.08008773606202557
Heaven's Claws (red),common,1,ROS095,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS095.png,BDqM89MWQr6zKfCk6hkBH,Red,1,1,5,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,65,0.2152317880794702,0.1774843621950248,2.1711531428571424,1.7205364528301879,1.8237974399999999,0.11345303374364464,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.19148936170212766,0.153697326001522,0.09923459502990123,56,0.835820895522388,0.6921866128481484,0.44675266115065665,0.13649681404513947
Heaven's Claws (yellow),common,2,ROS096,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS096.png,NMTzJw6qfQ7rBdDpgMCzL,Yellow,2,1,4,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,54,0.17880794701986755,0.14958183190964433,1.0855765714285712,1.7205364528301879,1.8237974399999999,0.11337202319692478,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,0.2127659574468085,0.17140822753101256,0.13842865968112353,44,0.6567164179104478,0.5539929334739553,0.4158451235500705,0.1385684458077985
Heaven's Claws (blue),common,3,ROS097,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS097.png,HCGkgWcrLLkmHFBRbhpdM,Blue,3,1,3,3,,,,"Lightning, Action, Attack",,,,,,,,,Lightning Action - Attack,,,,,,,73,0.24172185430463577,0.20237159725278817,2.1711531428571424,1.7205364528301879,1.8237974399999999,0.12741648405055475,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.3191489361702128,0.2706858399500518,0.16539099171650207,58,0.8656716417910447,0.7222983267565608,0.4627081133346087,0.1570247762627777
Lightning Surge (red),common,1,ROS098,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS098.png,8BFGd6LjfLGgTBrJdmdqf,Red,1,0,4,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If this was played from arsenal, it gets **go again**.",Lightning Action - Attack,,,,,,,88,0.2913907284768212,0.2411722427476988,2.1711531428571424,1.7205364528301879,1.8237974399999999,0.1535979533760112,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,0.5319148936170213,0.4381994244486834,0.27565165286083676,63,0.9402985074626866,0.7796812591151778,0.5025967437944887,0.19456209916383138
Lightning Surge (yellow),common,2,ROS099,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS099.png,b7tLTkWGQtKDhqKG9fjQq,Yellow,2,0,3,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If this was played from arsenal, it gets **go again**.",Lightning Action - Attack,,,,,,,48,0.15894039735099338,0.13423589131542968,1.0855765714285712,1.7205364528301879,1.8237974399999999,0.1007751317305998,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,0.3617021276595745,0.305605928226309,0.23532872145790998,31,0.4626865671641791,0.3906829932928841,0.2929817915920951,0.13207762826250127
Lightning Surge (blue),common,3,ROS100,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS100.png,6CrqfmG7dCTFgNzLbKtcc,Blue,3,0,2,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"If this was played from arsenal, it gets **go again**.",Lightning Action - Attack,,,,,,,58,0.19205298013245034,0.1584867852517094,2.1711531428571424,1.7205364528301879,1.8237974399999999,0.1012350147250983,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,0.425531914893617,0.35250189069107457,0.2205213222886694,38,0.5671641791044776,0.4670958251273992,0.30315359149508847,0.13091872844593946
Second Strike (red),common,1,ROS101,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS101.png,PjwhnN8B6FghrjRmGwhnJ,Red,1,0,3,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, if you've dealt damage this turn, this gets +1{p} and **go again**.",Lightning Action - Attack,,,,,,,78,0.2582781456953642,0.21574967091176808,2.373411120385233,1.9227944303582778,2.026072136629213,0.12302677090398341,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,0.40425531914893614,0.3363950971486707,0.1896195212459611,59,0.8805970149253731,0.7365049410353198,0.4247641726498689,0.1535959234739575
Second Strike (yellow),common,2,ROS102,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS102.png,drmRFDLhKw6b7JBJdfWkM,Yellow,2,0,2,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, if you've dealt damage this turn, this gets +1{p} and **go again**.",Lightning Action - Attack,,,,,,,36,0.11920529801324503,0.09832001228130381,1.2878345489566612,1.9227944303582778,1.1141734166292132,0.08557797248095678,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,0.19148936170212766,0.1567905346036329,0.14377920355735666,27,0.40298507462686567,0.3331863967549703,0.2646172882048662,0.1020991229405557
Second Strike (blue),common,3,ROS103,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS103.png,wdT9WhkFKfwrHdJMWWcDQ,Blue,3,0,1,2,,,,"Lightning, Action, Attack",,Go again,,,,,,"When this attacks, if you've dealt damage this turn, this gets +1{p} and **go again**.",Lightning Action - Attack,,,,,,,54,0.17880794701986755,0.14830329233872835,2.373411120385233,1.9227944303582778,2.026072136629213,0.0851723798566039,0,0.0,0.0,0.0,0,0.0,0.0,0.0,21,0.44680851063829785,0.3672110348877361,0.20957947085079912,33,0.4925373134328358,0.4108757559189909,0.2375799609736555,0.11178985795611365
Trip the Light Fantastic (red),common,1,ROS104,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS104.png,7GkCr8MrPLnHfLc6JfQMH,Red,1,1,5,2,,,,"Lightning, Action, Attack",,,Instant,,,,,**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn.,Lightning Action - Attack,,,,,,,87,0.28807947019867547,0.2375226239866322,2.373411120385233,1.9227944303582778,2.026072136629213,0.13722216754675073,0,0.0,0.0,0.0,0,0.0,0.0,0.0,25,0.5319148936170213,0.4349990370180081,0.24949937006047515,62,0.9253731343283582,0.765475786628605,0.4463623509202012,0.17396543024516908
Trip the Light Fantastic (yellow),common,2,ROS105,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS105.png,CNJjHNFRzNwCmBRJw6mt6,Yellow,2,1,4,2,,,,"Lightning, Action, Attack",,,Instant,,,,,**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn.,Lightning Action - Attack,,,,,,,53,0.17549668874172186,0.14308292179245363,1.2878345489566612,1.9227944303582778,2.026072136629213,0.09862446139024898,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,0.3191489361702128,0.255166693016637,0.18349554893981238,38,0.5671641791044776,0.46594340014237445,0.31836401009213233,0.12546488975798617
Trip the Light Fantastic (blue),common,3,ROS106,"Lightning, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS106.png,WbmtPhzqpRtfC7rRHgB7k,Blue,3,1,3,2,,,,"Lightning, Action, Attack",,,Instant,,,,,**Instant** - Discard this: Prevent the next 2 damage that would be dealt to you this turn.,Lightning Action - Attack,,,,,,,85,0.2814569536423841,0.23455998436173217,2.373411120385233,1.9227944303582778,2.026072136629213,0.1340676349594691,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,0.40425531914893614,0.32641298610272984,0.1896195212459611,66,0.9850746268656716,0.828294103439027,0.475159921947311,0.16619486079831802
Flash (red),common,1,ROS107,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS107.png,cQbwHf7HLrPGwPhCw88mq,Red,1,0,,2,,,,"Lightning, Action",,Go again,,,Go again,,,"""The next action card you play this turn with cost 0 or greater gets **go again**.",,,,,,,,43,0.1423841059602649,0.11880836519542959,2.373411120385233,1.9227944303582778,2.026072136629213,0.06782245062655495,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28,0.5957446808510638,0.4969670556253743,0.27943929446773214,15,0.22388059701492538,0.18690559215861402,0.10799089135166158,0.09685754645484843
Flash (yellow),common,2,ROS108,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS108.png,67fGrFQnnpt8PLBckjKdG,Yellow,2,0,,2,,,,"Lightning, Action",,Go again,,,Go again,,,"""The next action card you play this turn with cost 1 or greater gets **go again**.",,,,,,,,36,0.11920529801324503,0.09825202563500393,1.2878345489566612,1.9227944303582778,2.026072136629213,0.06699020018960308,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,0.6170212765957447,0.5126594867059923,0.35475806128363724,7,0.1044776119402985,0.0832405353222321,0.05864600185907701,0.10335101578567857
Flash (blue),common,3,ROS109,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS109.png,BGDgkjjjkjJPtfRndfmFN,Blue,3,0,,2,,,,"Lightning, Action",,Go again,,,Go again,,,"""The next action card you play this turn with cost 2 or greater gets **go again**.",,,,,,,,46,0.152317880794702,0.12434581030615212,2.373411120385233,1.9227944303582778,1.1141734166292132,0.08892578000677638,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,0.5531914893617021,0.4456421726693777,0.32078654622938846,20,0.29850746268656714,0.24786944174622658,0.16450814434621264,0.12132367264390027
Electrostatic Discharge (red),common,1,ROS110,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS110.png,NFLNtzkpfQDgdPkHfjknf,Red,1,0,,,,,,"Lightning, Instant",,,,,,,,The next attack action card you play this turn with cost 1 or less gets +3{p}.,Lightning Instant,,,,,,,93,0.3079470198675497,0.2543507311831875,2.373411120385233,1.9227944303582778,2.026072136629213,0.14668576530859562,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,0.3404255319148936,0.2793031673046165,0.15967959683870409,77,1.1492537313432836,0.9505473425970999,0.5543532422718628,0.1785082097776417
Electrostatic Discharge (yellow),common,2,ROS111,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS111.png,gMQ9qN89b76Fz9CwfBf6q,Yellow,2,0,,,,,,"Lightning, Instant",,,,,,,,The next attack action card you play this turn with cost 1 or less gets +2{p}.,Lightning Instant,,,,,,,62,0.2052980132450331,0.17097935884878754,1.2878345489566612,2.783062656773373,2.026072136629213,0.10155363396557829,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,0.2553191489361702,0.21937503248022971,0.13409579290454304,50,0.746268656716418,0.6167931320263138,0.34442787841322126,0.11963091782944107
Electrostatic Discharge (blue),common,3,ROS112,"Lightning, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS112.png,D6DtJ7kmNcPBMHWrghGTj,Blue,3,0,,,,,,"Lightning, Instant",,,,,,,,The next attack action card you play this turn with cost 1 or less gets +1{p}.,Lightning Instant,,,,,,,45,0.1490066225165563,0.12332791793013786,2.373411120385233,1.9227944303582778,2.026072136629213,0.07097698321383658,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,0.2765957446808511,0.2282392020604685,0.12973967243144707,32,0.47761194029850745,0.3957878913143226,0.23038056821687805,0.09003006016208129
Sigil of Lightning (blue),common,3,ROS113,"Lightning, Instant, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS113.png,gzzft6DHbbNJGGCfCJrz7,Blue,3,0,,,,,,"Lightning, Instant, Aura",,,,,,,,"""At the beginning of your action phase, destroy this.",,,,,,,,119,0.39403973509933776,0.32664027542021,2.373411120385233,3.643330883188465,3.8498695766292137,0.11739173086954023,0,0.0,0.0,0.0,0,0.0,0.0,0.0,55,1.1702127659574468,0.9658685783447,0.35717711807193453,64,0.9552238805970149,0.7947692536522767,0.2842311465047366,0.16035206614416778
Bloodtorn Bodice,common,0,ROS115,"Runeblade, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS115.png,KPrJfDdHDTrz6BHRdBFMq,,,,,0,,,,"Runeblade, Equipment, Chest",,,Action,Go again,,,,**Action** - Destroy this and an aura you control: Gain {r}. **Go again**,Runeblade Equipment - Chest,,,,,,,64,0.2119205298013245,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.13016548026254968,38,0.36893203883495146,0.0,0.22979659153380977,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,0.3880597014925373,0.0,0.23933054393305436,0.11728178386671603
Runehold Release,common,0,ROS116,"Runeblade, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS116.png,zzWc8BBmC9T6bfQwDMBPH,,,,,0,,,,"Runeblade, Equipment, Arms",,,Action,Go again,,,,**Action** - Destroy this: Create a Runechant token. **Go again**,Runeblade Equipment - Arms,,,,,,,88,0.2913907284768212,0.0,1.9999999999999998,1.5000000000000002,1.454545454545455,0.1789775353610058,53,0.5145631067961165,0.0,0.3205057724024189,0,0.0,0.0,0.0,0,0.0,0.0,0.0,35,0.5223880597014925,0.0,0.3221757322175732,0.16067037615499802
