Name,rarity,mana_cost,collector_number,type,image_url,Unique ID,Color,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Silver Age Legal,Commoner Legal,LL Legal,total_count,average_count_per_deck,average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,pick_rate,Enigma_total_count,Enigma_average_count_per_deck,Enigma_average_count_per_normalized_deck,Enigma_pick_rate,Nuu_total_count,Nuu_average_count_per_deck,Nuu_average_count_per_normalized_deck,Nuu_pick_rate,Zen_total_count,Zen_average_count_per_deck,Zen_average_count_per_normalized_deck,Zen_pick_rate,weighted_pick_rate
Companion of the Claw (yellow),common,2,MST058,"Mystic, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST058.png,6hwzWtTQ8pPqmNwL9dDFP,Yellow,2,2,3,2,,,,"Mystic, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, if you've pitched a blue card this turn, create a Crouching Tiger in your hand.",,,,,,,,52,0.10855949895615867,0.09336308252804612,1.4799056400000008,1.5098054093023259,0.07250248084434847,0,0.0,0.0,0.0,0,0.0,0.0,0.0,52,0.287292817679558,0.24707688691123808,0.19188022190644757,0.06396007396881585
Companion of the Claw (blue),common,3,MST059,"Mystic, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST059.png,KhmFwJF7JFP9W9c6C8brQ,Blue,3,2,2,2,,,,"Mystic, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, if you've pitched a blue card this turn, create a Crouching Tiger in your hand.",,,,,,,,143,0.2985386221294363,0.2589604941388735,2.7799334400000006,2.8100456093023256,0.10671726105682025,0,0.0,0.0,0.0,0,0.0,0.0,0.0,143,0.7900552486187845,0.6853153408426542,0.2824246561273444,0.09414155204244813
Harmony of the Hunt (red),common,1,MST060,"Mystic, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST060.png,8DknMpTdzFbMdjpRhkWLm,Red,1,1,3,2,,,,"Mystic, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, if you've pitched a blue card this turn, create a Crouching Tiger in your hand.",,,,,,,,202,0.42171189979123175,0.36751612720925403,2.7799334400000006,2.8100456093023256,0.15074745967466918,0,0.0,0.0,0.0,0,0.0,0.0,0.0,202,1.1160220994475138,0.9725979278079153,0.3989495142498152,0.13298317141660507
Harmony of the Hunt (yellow),common,2,MST061,"Mystic, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST061.png,6mDWM8jqfRP6NNLrcNjtQ,Yellow,2,1,2,2,,,,"Mystic, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, if you've pitched a blue card this turn, create a Crouching Tiger in your hand.",,,,,,,,79,0.1649269311064718,0.1453252829691148,1.4799056400000008,1.5098054093023259,0.11014799974429865,0,0.0,0.0,0.0,0,0.0,0.0,0.0,79,0.43646408839779005,0.3845901134928507,0.291510337127103,0.097170112375701
Harmony of the Hunt (blue),common,3,MST062,"Mystic, Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST062.png,96qhpHbkmGTNFKQNjFrwq,Blue,3,1,1,2,,,,"Mystic, Ninja, Action, Attack",,Go again,,,,,,"""When this attacks, if you've pitched a blue card this turn, create a Crouching Tiger in your hand.",,,,,,,,162,0.33820459290187893,0.29253903873273934,2.7799334400000006,2.8100456093023256,0.1208964775608733,0,0.0,0.0,0.0,0,0.0,0.0,0.0,162,0.8950276243093923,0.7741778980827743,0.3199496104379706,0.1066498701459902
Tiger Form Incantation (red),common,1,MST063,"Mystic, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST063.png,9LHQHHBhKFcRGcNT779m8,Red,1,1,,3,,,,"Mystic, Ninja, Action",,Go again,,,,,,"""The next Crouching Tiger you play this turn gets +3{p}.",,,,,,,,220,0.4592901878914405,0.3935648048793726,2.7799334400000006,2.8100456093023256,0.16418040162587733,0,0.0,0.0,0.0,0,0.0,0.0,0.0,220,1.2154696132596685,1.0415333786586711,0.43449947096514524,0.14483315698838176
Tiger Form Incantation (yellow),common,2,MST064,"Mystic, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST064.png,PmCBczjbM8CQHRBjmcq9D,Yellow,2,1,,3,,,,"Mystic, Ninja, Action",,Go again,,,,,,"""The next Crouching Tiger you play this turn gets +2{p}.",,,,,,,,78,0.162839248434238,0.14299973552328318,1.4799056400000008,1.5098054093023259,0.1087537212665227,0,0.0,0.0,0.0,0,0.0,0.0,0.0,78,0.430939226519337,0.3784357641748765,0.28782033285967135,0.09594011095322379
Tiger Form Incantation (blue),common,3,MST065,"Mystic, Ninja, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST065.png,FwHwtJtb7pmbpjG8RMQ7b,Blue,3,1,,3,,,,"Mystic, Ninja, Action",,Go again,,,,,,"""The next Crouching Tiger you play this turn gets +1{p}.",,,,,,,,188,0.3924843423799583,0.34138251345508186,2.7799334400000006,2.8100456093023256,0.1402996159348406,0,0.0,0.0,0.0,0,0.0,0.0,0.0,188,1.0386740331491713,0.9034377013535039,0.3712995479156696,0.12376651597188987
Aqua Seeing Shell,common,0,MST067,"Mystic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST067.png,NbbDrzwLMP7CH69PHcWfK,,,,,1,,,,"Mystic, Equipment, Head",,Cloaked,Instant,,,,,"""**Cloaked**",,,,,,,,87,0.18162839248434237,0.0,1.8941635542857134,1.2000000000000002,0.12191145203462506,26,0.17333333333333334,0.0,0.11804151717410281,41,0.27702702702702703,0.0,0.18351515205853777,20,0.11049723756906077,0.0,0.07408602932957119,0.1252142328540706
Koi Blessed Kimono,common,0,MST068,"Mystic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST068.png,mccHtdK6wgfhL6g98CKMT,,,,,,,,,"Mystic, Equipment, Chest",,Cloaked,,,,,,"""**Cloaked**",,,,,,,,138,0.2881002087682672,0.0,1.8941635542857134,2.8,0.1189621626255974,49,0.32666666666666666,0.0,0.13334730807731074,39,0.2635135135135135,0.0,0.10997849101551656,50,0.27624309392265195,0.0,0.11416660781906465,0.11916413563729733
Waves of Aqua Marine,common,0,MST069,"Mystic, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST069.png,zmtr9qmT89RLcGDGLRgLM,,,,,1,,,,"Mystic, Equipment, Arms",,Cloaked,Attack Reaction,,,,,"""**Cloaked**",,,,,,,,81,0.16910229645093947,0.0,1.8941635542857134,1.2000000000000002,0.11350376568740954,8,0.05333333333333334,0.0,0.036320466822800865,30,0.20270270270270271,0.0,0.13427937955502764,43,0.23756906077348067,0.0,0.15928496305857806,0.10996160314546884
Aqua Laps,common,0,MST070,"Mystic, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST070.png,gJg89dTHTbjhQPnnfkMpP,,,,,1,,,,"Mystic, Equipment, Legs",,Cloaked,Attack Reaction,,Go again,,,"""**Cloaked**",,,,,,,,83,0.1732776617954071,0.0,1.8941635542857134,1.2000000000000002,0.11630632780314804,33,0.22,0.0,0.14982192564405356,35,0.23648648648648649,0.0,0.15665927614753225,15,0.08287292817679558,0.0,0.055564521997178394,0.12068190792958805
Skycrest Keikoi,common,0,MST071,"Mystic, Equipment, Head",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST071.png,pfbmHDDCBzPj7kPKLHtJj,,,,,,,,,"Mystic, Equipment, Head",,Cloaked,Instant,,,,,"""**Cloaked**",,,,,,,,138,0.2881002087682672,0.0,1.8941635542857134,1.9999999999999998,0.147304847920755,45,0.3,0.0,0.1531333710646545,59,0.39864864864864863,0.0,0.2041417986409876,34,0.1878453038674033,0.0,0.09605702031723021,0.1511107300076241
Skybody Keikoi,common,0,MST072,"Mystic, Equipment, Chest",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST072.png,rLzdPNHmqwPfmRFLhWM8R,,,,,,,,,"Mystic, Equipment, Chest",,Cloaked,Instant,,,,,"""**Cloaked**",,,,,,,,193,0.40292275574112735,0.0,1.8941635542857134,3.2,0.1517733842108454,79,0.5266666666666666,0.0,0.19541807148793408,57,0.38513513513513514,0.0,0.14712912567361777,57,0.3149171270718232,0.0,0.11876077998386246,0.1537693257151381
Skyhold Keikoi,common,0,MST073,"Mystic, Equipment, Arms",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST073.png,LhPHmJ9Wmq6R6RDjDGtwC,,,,,,,,,"Mystic, Equipment, Arms",,Cloaked,Instant,,,,,"""**Cloaked**",,,,,,,,138,0.2881002087682672,0.0,1.8941635542857134,1.9999999999999998,0.147304847920755,27,0.18,0.0,0.0918800226387927,24,0.16216216216216217,0.0,0.08304073165057123,87,0.48066298342541436,0.0,0.24579296375291257,0.14023790601409217
Skywalker Keikoi,common,0,MST074,"Mystic, Equipment, Legs",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST074.png,Rn7bzNz8BdmwrcTBkMHM6,,,,,,,,,"Mystic, Equipment, Legs",,Cloaked,Instant,,,,,"""**Cloaked**",,,,,,,,131,0.27348643006263046,0.0,1.8941635542857134,2.4000000000000004,0.12494840979627711,85,0.5666666666666667,0.0,0.2570604789509963,16,0.10810810810810811,0.0,0.04971803742192625,30,0.16574585635359115,0.0,0.07576591189711239,0.127514809423345
Attune with Cosmic Vibrations (blue),mythic,3,MST075,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST075.png,QTk8NJWmtGQnw9WFTkkP7,Blue,3,0,2,2,,,,"Mystic, Action, Attack",,,,,,,,"When this attacks a hero or defends a hero's attack, reveal the top card of their deck. If the revealed card is blue, this gets +3{p} and +3{d}.",Mystic Action - Attack,,,,No,No,,15,0.031315240083507306,0.02732302915714012,0.2051822222222222,0.21044711111111114,0.15037414825743273,7,0.04666666666666667,0.03881772408088198,0.2239161435037761,2,0.013513513513513514,0.01196509009009009,0.06493782736962604,6,0.03314917127071823,0.030354911717151854,0.15919005984249143,0.1493480102386312
Cosmic Awakening (blue),mythic,3,MST076,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST076.png,L7GjnTRkPzCWDfwjfBj7n,Blue,3,9,*,3,,,,"Mystic, Action, Attack",,,,,,,,"""If 1 Chi was pitched to play this, Cosmic Awakening's {p} is 10.",,,,,,,,16,0.033402922755741124,0.029608068531267955,0.2051822222222222,0.21044711111111114,0.1603990914745949,5,0.03333333333333333,0.028439952557599617,0.15994010250269722,5,0.033783783783783786,0.03215666071453548,0.1623445684240651,6,0.03314917127071823,0.028492188713183188,0.15919005984249143,0.16049157692308458
Levels of Enlightenment (blue),mythic,3,MST077,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST077.png,PzdWT6J9q9kMDBkMpjC9F,Blue,3,1,3,3,,,,"Mystic, Action, Attack",,Go again,,,,,,"""When this attacks, choose 1 for each blue card you've pitched this turn;",,,,,,,,20,0.04175365344467641,0.03766548996492242,0.2051822222222222,0.21044711111111114,0.20049886434324363,2,0.013333333333333334,0.012380952380952381,0.06397604100107888,12,0.08108108108108109,0.07157820330919121,0.3896269642177563,6,0.03314917127071823,0.03088979417842366,0.15919005984249143,0.20426435502044218
Unravel Aggression (blue),mythic,3,MST078,"Mystic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST078.png,mK6zddQhzHTpR9Jnw8chw,Blue,3,3,,5,,,,"Mystic, Defense Reaction",,,,,,,,"If a Chi was pitched to play this, draw a card.",Mystic Defense Reaction,,,,No,No,,14,0.029227557411273485,0.026078192551326016,0.2051822222222222,0.21044711111111114,0.14034920504027054,7,0.04666666666666667,0.03907411613293965,0.2239161435037761,5,0.033783783783783786,0.031926316734191496,0.1623445684240651,2,0.011049723756906077,0.010526198538584922,0.05306335328083048,0.14644135506955722
Dense Blue Mist (blue),mythic,3,MST079,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST079.png,hNdDhKhhpGwKTCT7wMRCp,Blue,3,1,,,,,,"Mystic, Instant",,,,,,,,"""Attacks that target you this turn get -1{p}.",,,,,,,,8,0.016701461377870562,0.014096179977676515,0.2051822222222222,0.21044711111111114,0.08019954573729746,6,0.04,0.03320824583982478,0.19192812300323667,1,0.006756756756756757,0.00633445945945946,0.03246891368481302,1,0.0055248618784530384,0.004604051565377532,0.02653167664041524,0.08364290444282164
Orihon of Mystic Tenets (blue),mythic,3,MST080,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST080.png,bwtjtjCqP6wTHtkR9HtGh,Blue,3,4,,,,,,"Mystic, Instant",,Legendary,,,,,,"""**Legendary**",,,,,,,,8,0.016701461377870562,0.014384228434837904,0.2051822222222222,0.21044711111111114,0.08019954573729746,3,0.02,0.017210960960960964,0.09596406150161833,2,0.013513513513513514,0.010989010989010988,0.06493782736962604,3,0.016574585635359115,0.01481783231916898,0.07959502992124572,0.08016563959749669
Second Tenet of Chi: Moon (blue),rare,3,MST081,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST081.png,HFtcFTzQwfjNwk89mLRjD,Blue,3,3,5,3,,,,"Mystic, Action, Attack",,,,,,,Transcend,"""If you've **transcended** this turn, this gets """"When this chain link resolves, draw a card.""""""",Mystic Action - Attack,,,,,No,,53,0.11064718162839249,0.09649275401729103,0.9162024888888891,0.9151058666666666,0.12085142301701349,30,0.2,0.1724751305324061,0.21845272483935044,9,0.060810810810810814,0.053367646198528546,0.0664167207036386,14,0.07734806629834254,0.06878645280132187,0.08448111735002584,0.12311685429767162
Second Tenet of Chi: Tide (blue),rare,3,MST082,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST082.png,fLCJkLgGtkfJd6pBq8fJK,Blue,3,3,5,3,,,,"Mystic, Action, Attack",,,,,,,Transcend,"If you've **transcended** this turn, this gets +2{p}.",Mystic Action - Attack,,,,,No,,56,0.11691022964509394,0.10092872994395641,0.9162024888888891,0.9151058666666666,0.12769206960288218,29,0.19333333333333333,0.16353889493208376,0.21117096734470542,9,0.060810810810810814,0.05352515865234466,0.0664167207036386,18,0.09944751381215469,0.08780278410384275,0.10861857945003321,0.12873542249945907
Second Tenet of Chi: Wind (blue),rare,3,MST083,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST083.png,T6hdfgDWQgPTm8RJ8HpfQ,Blue,3,3,5,3,,,,"Mystic, Action, Attack",,Go again,,,,,Transcend,"If you've **transcended** this turn, this gets **go again**.",Mystic Action - Attack,,,,,No,,63,0.1315240083507307,0.11493150868436121,0.9162024888888891,0.9151058666666666,0.14365357830324244,33,0.22,0.18927875389562698,0.24029799732328547,18,0.12162162162162163,0.10844588704911673,0.1328334414072772,12,0.06629834254143646,0.05862092979113643,0.07241238630002214,0.14851460834352825
Deep Blue Sea (blue),rare,3,MST084,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST084.png,rkfqjFKJHdtqRLKJwgQNG,Blue,3,4,5,2,,,,"Mystic, Action, Attack",,,,,,,,This gets +1{p} for each blue card you've pitched this turn.,Mystic Action - Attack,,,,,No,,46,0.09603340292275574,0.08286619502201044,0.9162024888888891,0.9151058666666666,0.1048899143166532,20,0.13333333333333333,0.11344721621037411,0.14563514989290027,18,0.12162162162162163,0.10610067112998438,0.1328334414072772,8,0.04419889502762431,0.0385244511422607,0.04827492420001476,0.10891450516673075
Wide Blue Yonder (blue),rare,3,MST085,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST085.png,GHJwMBntf9h6wFk7Dfk7j,Blue,3,0,,2,,,,"Mystic, Attack Reaction",,,,,,,,Target attack gets +1{p} for each blue card you've pitched this turn.,Mystic Attack Reaction,,,,,No,,75,0.15657620041753653,0.13755675541769333,0.9162024888888891,0.9151058666666666,0.17101616464671718,24,0.16,0.1373765528022494,0.17476217987148035,27,0.18243243243243243,0.1596840469895026,0.19925016211091584,24,0.13259668508287292,0.1196130606093442,0.14482477260004428,0.17294570486081348
Big Blue Sky (blue),rare,3,MST086,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST086.png,9GHTwjj8W9dWDtc9zbfmc,Blue,3,0,,2,,,,"Mystic, Defense Reaction",,,,,,,,This gets +1{d} for each blue card you've pitched this turn.,Mystic Defense Reaction,,,,,No,,57,0.11899791231732777,0.10238764700984433,0.9162024888888891,0.9151058666666666,0.12997228513150508,44,0.29333333333333333,0.24884819969959285,0.3203973297643806,8,0.05405405405405406,0.049628159003159006,0.059037085069900984,5,0.027624309392265192,0.02415185320612685,0.030171827625009227,0.13653541415309695
Droplet (blue),common,3,MST087,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST087.png,gzdhT8FLprLrfPNCdNtR7,Blue,3,0,2,2,,,,"Mystic, Action, Attack",,,,,,,,"If you've played another blue card this turn, this gets +2{p}.",Mystic Action - Attack,,,,,,,137,0.2860125260960334,0.2511299720089695,1.6197866400000003,3.2094932093023254,0.11234978955574973,38,0.25333333333333335,0.2160878597770638,0.09763090882380175,33,0.22297297297297297,0.19914973126469634,0.08916885835141683,66,0.36464088397790057,0.32267357678763464,0.14344689850760903,0.11008222189427586
Rising Tide (blue),common,3,MST088,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST088.png,m8qP9TTpMfdKndW7wN7M7,Blue,3,1,3,2,,,,"Mystic, Action, Attack",,,,,,,,"If you've played another blue card this turn, this gets +2{p}.",Mystic Action - Attack,,,,,,,152,0.3173277661795407,0.28170498685647877,1.6197866400000003,3.2094932093023254,0.1246508614049194,49,0.32666666666666666,0.2807815937889343,0.12589248769384961,40,0.2702702702702703,0.24118052880665708,0.10808346466838405,63,0.34806629834254144,0.31560625067695025,0.13692658493908136,0.12363417910043835
Spillover (blue),common,3,MST089,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST089.png,PTbtpLNBrfMq9nNffBmMJ,Blue,3,2,4,2,,,,"Mystic, Action, Attack",,,,,,,,"If you've played another blue card this turn, this gets +2{p}.",Mystic Action - Attack,,,,,,,133,0.2776617954070981,0.24238126283289846,1.6197866400000003,3.2094932093023254,0.10906950372930448,49,0.32666666666666666,0.2787561010010575,0.12589248769384961,41,0.27702702702702703,0.24470482267069674,0.11078555128509364,43,0.23756906077348067,0.21033644194219145,0.09345782781556346,0.11004528893150223
Tidal Surge (blue),common,3,MST090,"Mystic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST090.png,qLbkgfKHC7bFpQhKbNdCw,Blue,3,3,5,2,,,,"Mystic, Action, Attack",,,,,,,,"If you've played another blue card this turn, this gets +2{p}.",Mystic Action - Attack,,,,,,,130,0.27139874739039666,0.24005917575348543,1.6197866400000003,3.2094932093023254,0.10660928935947055,51,0.34,0.29351869622842364,0.13103095657931288,41,0.27702702702702703,0.25071545687426633,0.11078555128509364,38,0.20994475138121546,0.18704228250974947,0.08259063853468399,0.10813571546636351
Wash Away (blue),common,3,MST091,"Mystic, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST091.png,wdLw8WtkJzf79bfKPbzj9,Blue,3,2,,3,,,,"Mystic, Defense Reaction",,,,,,,,"If you've played another blue card this turn, this gets +2{d}.",Mystic Defense Reaction,,,,,,,142,0.2964509394572025,0.2535546117095423,1.6197866400000003,3.2094932093023254,0.11645014683880629,91,0.6066666666666667,0.5136823362330204,0.23380033428857788,27,0.18243243243243243,0.16236832689152444,0.07295633865115923,24,0.13259668508287292,0.11254031046393469,0.052162508548221465,0.11963972716265286
First Tenet of Chi: Moon (blue),common,3,MST092,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST092.png,BwjpdtTFfBRTJHgKMM6rn,Blue,3,0,,3,,,,"Mystic, Action",,Go again,,,,,,"""Your next blue attack this turn gets """"When this attacks, draw a card.""""",,,,,,,,211,0.4405010438413361,0.38534680128357,4.181741840000001,3.7094812093023246,0.11275622229270511,105,0.7,0.6034902100385718,0.17985201838336667,36,0.24324324324324326,0.21744337599464958,0.062050519331126645,70,0.3867403314917127,0.34185616940241,0.0989667997846039,0.11362311249969907
First Tenet of Chi: Tide (blue),common,3,MST093,"Mystic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST093.png,rtLfTrnFcDBQhtbFprGRD,Blue,3,0,,3,,,,"Mystic, Action",,Go again,,,,,,"""Your next blue attack this turn gets +2{p}.",,,,,,,,216,0.4509394572025052,0.3921063408615291,4.181741840000001,3.7094812093023246,0.11542817068826686,102,0.68,0.5813105104788415,0.17471338928669905,47,0.31756756756756754,0.2809773814042168,0.08101040023785978,67,0.3701657458563536,0.32617518371835413,0.09472536550812088,0.11681638501089324
First Tenet of Chi: Wind (blue),common,3,MST094,"Mystic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST094.png,tCjqz6rHFKTmDpDkfHmzm,Blue,3,0,,3,,,,"Mystic, Action",,Go again,,,Go again,,,"""The next blue action card you play this turn gets **go again**.",,,,,,,,188,0.3924843423799583,0.34010726248203066,4.181741840000001,2.7095052093023253,0.11806817939674452,100,0.6666666666666666,0.571749784687091,0.20332827815501553,36,0.24324324324324326,0.21347095188403012,0.07226385142152274,52,0.287292817679558,0.25168624390603683,0.08633421851058415,0.1206421160290408
A Drop in the Ocean (blue),common,3,MST095,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST095.png,CqNB8MLzfCh6tRP6RRMdj,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,211,0.4405010438413361,0.37695725028548,3.0,3.0000000000000004,0.14683368128044538,169,1.1266666666666667,0.9586701792549186,0.37555555555555553,16,0.10810810810810811,0.0968308754974097,0.036036036036036036,26,0.143646408839779,0.12392832278945112,0.04788213627992634,0.15315790929050596
Homage to Ancestors (blue),common,3,MST096,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST096.png,mzKLGwTBmFHFd8KNdPQ7n,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,214,0.44676409185803756,0.3850980827032389,3.0,3.0000000000000004,0.1489213639526792,100,0.6666666666666666,0.5648842784369099,0.22222222222222218,55,0.3716216216216216,0.32486972247673535,0.12387387387387387,59,0.3259668508287293,0.2853514968108194,0.10865561694290976,0.15158390434633526
Pass Over (blue),common,3,MST097,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST097.png,m9tj8WGNNjQPt8wjMqFFf,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,152,0.3173277661795407,0.27488039706559303,3.0,3.0000000000000004,0.1057759220598469,35,0.23333333333333334,0.19580124649010097,0.07777777777777777,83,0.5608108108108109,0.4896598847271673,0.18693693693693694,34,0.1878453038674033,0.16479480818388584,0.06261510128913444,0.10910993866794971
Path Well Traveled (blue),common,3,MST098,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST098.png,7fN6NNBdf9KQF9gWWpdzL,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,Go again,,,"""**Legendary**",,,,,,,,190,0.3966597077244259,0.34544704588786884,3.0,3.0000000000000004,0.13221990257480862,59,0.3933333333333333,0.3374775293629534,0.1311111111111111,75,0.5067567567567568,0.44226335331142325,0.16891891891891891,56,0.30939226519337015,0.2728869021312464,0.10313075506445672,0.13438692836482893
Preserve Tradition (blue),common,3,MST099,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST099.png,jpWjmrzckFnCzG8tFMppt,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,208,0.4342379958246347,0.37710314286195273,3.0,3.0000000000000004,0.14474599860821155,73,0.4866666666666667,0.41458028939840097,0.1622222222222222,37,0.25,0.2198189552236555,0.08333333333333333,98,0.5414364640883977,0.47465279916030023,0.18047882136279927,0.14201145897278492
"Rising Sun, Setting Moon (blue)",common,3,MST100,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST100.png,PtqHmkzqPMf9KBfk88QrR,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,178,0.37160751565762007,0.3256944902317268,3.0,3.0000000000000004,0.12386917188587335,71,0.47333333333333333,0.40898317866971123,0.15777777777777777,44,0.2972972972972973,0.2628998531702551,0.0990990990990991,63,0.34806629834254144,0.3080166063610101,0.11602209944751381,0.12429965877479689
Stir the Pot (blue),common,3,MST101,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST101.png,pjpcnH9bKnGR6KFCFGz6Q,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,179,0.3736951983298539,0.32148675035727,3.0,3.0000000000000004,0.12456506610995129,82,0.5466666666666666,0.468393269040303,0.1822222222222222,39,0.2635135135135135,0.2291101217113955,0.08783783783783784,58,0.32044198895027626,0.27527549752375974,0.10681399631675875,0.1256246854589396
The Grain that Tips the Scale (blue),common,3,MST102,"Mystic, Instant",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST102.png,DgHLhRDccpLbjGT9nN8Jm,Blue,3,0,,,,,,"Mystic, Instant",,"Legendary, Transcend",,,,,,"""**Legendary**",,,,,,,,150,0.31315240083507306,0.27336536234719355,3.0,3.0000000000000004,0.10438413361169102,37,0.24666666666666667,0.2113347624032484,0.08222222222222221,56,0.3783783783783784,0.33626904555014747,0.12612612612612611,57,0.3149171270718232,0.2733368810077169,0.10497237569060773,0.10444024134631869
Bonds of Agony (blue),mythic,3,MST103,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST103.png,wJtCpBD9Hd8TzNRghPzFM,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,15,0.031315240083507306,0.02667615131056446,0.2051822222222222,0.21044711111111114,0.15037414825743273,0,0.0,0.0,0.0,15,0.10135135135135136,0.08633700322811066,0.48703370527219536,0,0.0,0.0,0.0,0.1623445684240651
Persuasive Prognosis (blue),mythic,3,MST104,"Assassin, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST104.png,pnfqGpznd7LM8JQHQJfPB,Blue,3,0,1,3,,,,"Assassin, Action, Attack",,Stealth,,,,,,"""**Stealth**",,,,,,,,16,0.033402922755741124,0.02909590367064753,0.2051822222222222,0.21044711111111114,0.1603990914745949,0,0.0,0.0,0.0,16,0.10810810810810811,0.09416849904216329,0.5195026189570083,0,0.0,0.0,0.0,0.1731675396523361
